departamento,provincia,distrito,ubigeo,pct_nulos,votos_nulos,votos_emitidos,lider,votos_lider
CUSCO,CANAS,LANGUI,070504,6.35,118,1857,ROBERTO HELBERT SANCHEZ PALOMINO,541
LIMA,YAUYOS,MIRAFLORES,140718,6.35,12,189,KEIKO SOFIA FUJIMORI HIGUCHI,31
CAJAMARCA,JAÉN,PUCARA,060806,6.34,269,4242,ROBERTO HELBERT SANCHEZ PALOMINO,1552
CUSCO,LA CONVENCIÓN,QUELLOUNO,070908,6.34,453,7140,ROBERTO HELBERT SANCHEZ PALOMINO,2150
CUSCO,QUISPICANCHI,HUARO,071207,6.34,184,2900,ROBERTO HELBERT SANCHEZ PALOMINO,630
CUSCO,URUBAMBA,URUBAMBA,071301,6.34,902,14222,PABLO ALFONSO LOPEZ CHAU NAVA,2256
JUNÍN,JUNÍN,ONDORES,110403,6.34,68,1073,KEIKO SOFIA FUJIMORI HIGUCHI,128
LIMA,BARRANCA,SUPE PUERTO,140905,6.34,467,7361,KEIKO SOFIA FUJIMORI HIGUCHI,1442
TUMBES,TUMBES,SAN JACINTO,230105,6.34,363,5722,KEIKO SOFIA FUJIMORI HIGUCHI,1393
AYACUCHO,LUCANAS,SAN PEDRO,050522,6.33,94,1485,ROBERTO HELBERT SANCHEZ PALOMINO,587
CAJAMARCA,CUTERVO,QUEROCOTILLO,060507,6.33,256,4047,ROBERTO HELBERT SANCHEZ PALOMINO,1941
CAJAMARCA,SAN IGNACIO,SAN IGNACIO,061101,6.33,1250,19756,ROBERTO HELBERT SANCHEZ PALOMINO,6232
HUÁNUCO,HUÁNUCO,QUISQUI (KICHKI),090105,6.33,215,3397,ROBERTO HELBERT SANCHEZ PALOMINO,1346
LIMA,HUAURA,PACCHO,140509,6.33,52,821,KEIKO SOFIA FUJIMORI HIGUCHI,216
AREQUIPA,CAYLLOMA,LARI,040210,6.32,44,696,ROBERTO HELBERT SANCHEZ PALOMINO,130
HUANCAVELICA,HUAYTARA,QUERCO,080608,6.32,30,475,ROBERTO HELBERT SANCHEZ PALOMINO,75
JUNÍN,YAULI,YAULI,110609,6.32,119,1883,RICARDO PABLO BELMONT CASSINELLI,233
SAN MARTÍN,RIOJA,RIOJA,210501,6.32,1012,16003,KEIKO SOFIA FUJIMORI HIGUCHI,2510
ÁNCASH,SANTA,NUEVO CHIMBOTE,021309,6.31,5480,86843,KEIKO SOFIA FUJIMORI HIGUCHI,11349
CAJAMARCA,CELENDÍN,UTCO,060311,6.31,48,761,ROBERTO HELBERT SANCHEZ PALOMINO,229
CAJAMARCA,CHOTA,LLAMA,060610,6.31,226,3584,ROBERTO HELBERT SANCHEZ PALOMINO,1138
PUNO,HUANCANÉ,HUANCANÉ,200501,6.31,862,13653,ROBERTO HELBERT SANCHEZ PALOMINO,4120
SAN MARTÍN,RIOJA,SAN FERNANDO,210507,6.31,136,2155,ROBERTO HELBERT SANCHEZ PALOMINO,690
LA LIBERTAD,GRAN CHIMÚ,MARMOT,121103,6.3,76,1206,KEIKO SOFIA FUJIMORI HIGUCHI,373
LORETO,DATEM DEL MARAÑÓN,PASTAZA,150706,6.29,211,3357,ROBERTO HELBERT SANCHEZ PALOMINO,873
MOQUEGUA,GENERAL SÁNCHEZ CERRO,ICHUÑA,170204,6.29,96,1526,ROBERTO HELBERT SANCHEZ PALOMINO,427
HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,080401,6.27,96,1531,ROBERTO HELBERT SANCHEZ PALOMINO,448
HUANCAVELICA,HUANCAVELICA,VILCA,080117,6.27,63,1004,ROBERTO HELBERT SANCHEZ PALOMINO,328
JUNÍN,SATIPO,COVIRIALI,110702,6.26,221,3529,ROBERTO HELBERT SANCHEZ PALOMINO,615
PIURA,SECHURA,BERNAL,190803,6.26,299,4776,KEIKO SOFIA FUJIMORI HIGUCHI,963
PUNO,LAMPA,PUCARA,200608,6.26,249,3979,ROBERTO HELBERT SANCHEZ PALOMINO,1081
AYACUCHO,PÁUCAR DEL SARA SARA,PARARCA,051007,6.25,16,256,ROBERTO HELBERT SANCHEZ PALOMINO,59
CAJAMARCA,JAÉN,SALLIQUE,060807,6.25,177,2834,ROBERTO HELBERT SANCHEZ PALOMINO,1662
HUANCAVELICA,HUANCAVELICA,LARIA,080110,6.25,30,480,ROBERTO HELBERT SANCHEZ PALOMINO,167
LIMA,YAUYOS,CARANIA,140707,6.25,8,128,KEIKO SOFIA FUJIMORI HIGUCHI,27
PASCO,PASCO,TICLACAYÁN,180111,6.25,145,2320,ROBERTO HELBERT SANCHEZ PALOMINO,392
AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,010114,6.24,98,1570,KEIKO SOFIA FUJIMORI HIGUCHI,273
AMAZONAS,LUYA,TRITA,010422,6.24,54,865,ROBERTO HELBERT SANCHEZ PALOMINO,254
ÁNCASH,HUARAZ,HUARAZ,020101,6.24,2197,35227,PABLO ALFONSO LOPEZ CHAU NAVA,4665
AYACUCHO,PÁUCAR DEL SARA SARA,LAMPA,051004,6.24,66,1058,ROBERTO HELBERT SANCHEZ PALOMINO,369
LAMBAYEQUE,LAMBAYEQUE,SALAS,130310,6.24,493,7897,KEIKO SOFIA FUJIMORI HIGUCHI,1905
LORETO,ALTO AMAZONAS,SANTA CRUZ,150210,6.24,67,1074,ROBERTO HELBERT SANCHEZ PALOMINO,173
SAN MARTÍN,SAN MARTÍN,EL PORVENIR,210608,6.24,113,1812,ROBERTO HELBERT SANCHEZ PALOMINO,425
AYACUCHO,CANGALLO,LOS MOROCHUCOS,050206,6.23,328,5269,ROBERTO HELBERT SANCHEZ PALOMINO,1774
HUÁNUCO,AMBO,AMBO,090201,6.23,640,10277,ROBERTO HELBERT SANCHEZ PALOMINO,2152
AMAZONAS,CHACHAPOYAS,CHILIQUIN,010105,6.22,24,386,KEIKO SOFIA FUJIMORI HIGUCHI,109
PUNO,AZÁNGARO,CAMINACA,200205,6.22,250,4018,ROBERTO HELBERT SANCHEZ PALOMINO,900
HUÁNUCO,HUÁNUCO,YACUS,090112,6.21,106,1707,ROBERTO HELBERT SANCHEZ PALOMINO,742
JUNÍN,SATIPO,SATIPO,110701,6.21,1168,18806,KEIKO SOFIA FUJIMORI HIGUCHI,3144
JUNÍN,TARMA,LA UNIÓN,110505,6.21,125,2013,KEIKO SOFIA FUJIMORI HIGUCHI,310
LA LIBERTAD,ASCOPE,SANTIAGO DE CAO,120804,6.21,722,11622,KEIKO SOFIA FUJIMORI HIGUCHI,1529
PUNO,HUANCANÉ,VILQUE CHICO,200509,6.21,426,6864,ROBERTO HELBERT SANCHEZ PALOMINO,2271
PUNO,PUNO,MAÑAZO,200108,6.21,231,3722,ROBERTO HELBERT SANCHEZ PALOMINO,648
SAN MARTÍN,RIOJA,PARDO MIGUEL,210508,6.21,624,10045,ROBERTO HELBERT SANCHEZ PALOMINO,2909
AYACUCHO,LA MAR,SAN MIGUEL,050401,6.2,232,3739,ROBERTO HELBERT SANCHEZ PALOMINO,1046
AYACUCHO,SUCRE,MORCOLLA,051111,6.2,39,629,ROBERTO HELBERT SANCHEZ PALOMINO,163
JUNÍN,CHANCHAMAYO,SAN RAMÓN,110802,6.2,991,15989,KEIKO SOFIA FUJIMORI HIGUCHI,3005
SAN MARTÍN,TOCACHE,UCHIZA,210805,6.2,588,9487,ROBERTO HELBERT SANCHEZ PALOMINO,2259
CAJAMARCA,CELENDÍN,SOROCHUCO,060309,6.19,264,4263,ROBERTO HELBERT SANCHEZ PALOMINO,1799
HUANCAVELICA,CASTROVIRREYNA,AURAHUA,080403,6.19,48,776,ROBERTO HELBERT SANCHEZ PALOMINO,330
HUANCAVELICA,HUANCAVELICA,HUACHOCOLPA,080106,6.19,84,1357,ROBERTO HELBERT SANCHEZ PALOMINO,445
LORETO,MAYNAS,LAS AMAZONAS,150104,6.19,160,2586,GEORGE PATRICK FORSYTH SOMMER,753
PIURA,AYABACA,PACAIPAMPA,190205,6.19,454,7335,ROBERTO HELBERT SANCHEZ PALOMINO,3481
SAN MARTÍN,TOCACHE,SHUNTE,210804,6.19,138,2229,ROBERTO HELBERT SANCHEZ PALOMINO,644
ÁNCASH,RECUAY,PAMPAS CHICO,021205,6.18,35,566,KEIKO SOFIA FUJIMORI HIGUCHI,102
HUANCAVELICA,ANGARAES,HUALLAY - GRANDE,080306,6.18,52,841,ROBERTO HELBERT SANCHEZ PALOMINO,344
TACNA,TARATA,TARATA,220201,6.18,112,1813,ROBERTO HELBERT SANCHEZ PALOMINO,439
UCAYALI,CORONEL PORTILLO,MANANTAY,250107,6.18,2683,43439,KEIKO SOFIA FUJIMORI HIGUCHI,11465
ÁNCASH,BOLOGNESI,HUALLANCA,020325,6.17,202,3274,KEIKO SOFIA FUJIMORI HIGUCHI,546
AYACUCHO,HUANTA,HUAMANGUILLA,050303,6.17,196,3176,ROBERTO HELBERT SANCHEZ PALOMINO,908
CAJAMARCA,CUTERVO,CHOROS,060504,6.17,97,1571,ROBERTO HELBERT SANCHEZ PALOMINO,506
CUSCO,ESPINAR,OCORURO,070804,6.17,78,1264,ROBERTO HELBERT SANCHEZ PALOMINO,358
ICA,PISCO,TUPAC AMARU INCA,100408,6.17,618,10024,KEIKO SOFIA FUJIMORI HIGUCHI,1603
JUNÍN,SATIPO,PANGOA,110706,6.17,1723,27944,ROBERTO HELBERT SANCHEZ PALOMINO,5195
PUNO,YUNGUYO,ANAPIA,201003,6.17,44,713,ROBERTO HELBERT SANCHEZ PALOMINO,121
SAN MARTÍN,SAN MARTÍN,CHIPURANA,210607,6.17,74,1199,ROBERTO HELBERT SANCHEZ PALOMINO,321
CUSCO,ACOMAYO,POMACANCHI,070204,6.16,262,4251,ROBERTO HELBERT SANCHEZ PALOMINO,1211
PUNO,SAN ANTONIO DE PUTINA,PEDRO VILCA APAZA,201102,6.16,95,1541,ROBERTO HELBERT SANCHEZ PALOMINO,521
AYACUCHO,VILCAS HUAMÁN,HUAMBALPA,050906,6.15,43,699,ROBERTO HELBERT SANCHEZ PALOMINO,221
LA LIBERTAD,TRUJILLO,SALAVERRY,120105,6.15,753,12236,ROSARIO DEL PILAR FERNANDEZ BAZAN,1734
PUNO,AZÁNGARO,ACHAYA,200202,6.15,190,3090,ROBERTO HELBERT SANCHEZ PALOMINO,705
PUNO,LAMPA,OCUVIRI,200605,6.15,75,1220,ROBERTO HELBERT SANCHEZ PALOMINO,280
AMAZONAS,RODRÍGUEZ DE MENDOZA,TOTORA,010511,6.14,7,114,KEIKO SOFIA FUJIMORI HIGUCHI,22
ÁNCASH,HUARI,HUARI,020801,6.14,215,3501,ROBERTO HELBERT SANCHEZ PALOMINO,843
HUÁNUCO,HUAMALIES,LLATA,090401,6.14,389,6338,ROBERTO HELBERT SANCHEZ PALOMINO,1649
JUNÍN,SATIPO,LLAYLLA,110703,6.14,179,2917,ROBERTO HELBERT SANCHEZ PALOMINO,660
PUNO,CARABAYA,OLLACHEA,200308,6.14,200,3255,ROBERTO HELBERT SANCHEZ PALOMINO,1306
UCAYALI,CORONEL PORTILLO,CAMPOVERDE,250104,6.14,619,10082,KEIKO SOFIA FUJIMORI HIGUCHI,2173
AYACUCHO,HUANTA,LURICOCHA,050305,6.13,255,4157,ROBERTO HELBERT SANCHEZ PALOMINO,853
CAJAMARCA,CHOTA,ANGUÍA,060602,6.13,93,1517,ROBERTO HELBERT SANCHEZ PALOMINO,751
HUANCAVELICA,ACOBAMBA,ACOBAMBA,080201,6.13,291,4751,ROBERTO HELBERT SANCHEZ PALOMINO,1780
HUANCAVELICA,HUANCAVELICA,ACORIA,080103,6.13,671,10951,ROBERTO HELBERT SANCHEZ PALOMINO,4283
JUNÍN,CHANCHAMAYO,SAN LUIS DE SHUARO,110804,6.13,200,3263,KEIKO SOFIA FUJIMORI HIGUCHI,715
CAJAMARCA,SAN MIGUEL,LLAPA,061004,6.12,155,2532,ROBERTO HELBERT SANCHEZ PALOMINO,1114
HUANCAVELICA,ANGARAES,CCOCHACCASA,080312,6.12,132,2157,ROBERTO HELBERT SANCHEZ PALOMINO,914
HUANCAVELICA,TAYACAJA,ÑAHUIMPUQUIO,080515,6.12,86,1405,ROBERTO HELBERT SANCHEZ PALOMINO,317
LA LIBERTAD,PACASMAYO,PACASMAYO,120506,6.12,1140,18619,KEIKO SOFIA FUJIMORI HIGUCHI,3400
LIMA,HUARAL,CHANCAY,140805,6.12,2493,40763,KEIKO SOFIA FUJIMORI HIGUCHI,7125
PIURA,AYABACA,PAIMAS,190210,6.12,281,4590,ROBERTO HELBERT SANCHEZ PALOMINO,1317
AREQUIPA,AREQUIPA,POCSI,040110,6.11,48,785,ROBERTO HELBERT SANCHEZ PALOMINO,110
PIURA,TALARA,MÁNCORA,190705,6.11,336,5497,KEIKO SOFIA FUJIMORI HIGUCHI,2245
AREQUIPA,CAYLLOMA,TAPAY,040216,6.1,28,459,ROBERTO HELBERT SANCHEZ PALOMINO,97
LAMBAYEQUE,FERREÑAFE,PITIPO,130204,6.1,754,12367,KEIKO SOFIA FUJIMORI HIGUCHI,2850
LORETO,LORETO,NAUTA,150301,6.1,884,14496,KEIKO SOFIA FUJIMORI HIGUCHI,3112
PUNO,SANDIA,CUYOCUYO,200803,6.1,207,3394,ROBERTO HELBERT SANCHEZ PALOMINO,1077
AYACUCHO,LA MAR,AYNA,050403,6.09,259,4252,ROBERTO HELBERT SANCHEZ PALOMINO,1108
PUNO,AZÁNGARO,SAN JOSÉ,200214,6.09,186,3052,ROBERTO HELBERT SANCHEZ PALOMINO,1126
AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,010110,6.08,77,1266,ROBERTO HELBERT SANCHEZ PALOMINO,167
LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,130301,6.08,2832,46614,KEIKO SOFIA FUJIMORI HIGUCHI,8327
ÁNCASH,CASMA,YAUTAN,020505,6.07,207,3408,KEIKO SOFIA FUJIMORI HIGUCHI,870
LA LIBERTAD,VIRÚ,VIRÚ,121201,6.07,1879,30941,KEIKO SOFIA FUJIMORI HIGUCHI,4047
LAMBAYEQUE,LAMBAYEQUE,JAYANCA,130304,6.07,706,11636,KEIKO SOFIA FUJIMORI HIGUCHI,2814
TUMBES,TUMBES,CORRALES,230102,6.07,762,12554,KEIKO SOFIA FUJIMORI HIGUCHI,2845
AYACUCHO,HUAMANGA,CHIARA,050104,6.06,263,4342,ROBERTO HELBERT SANCHEZ PALOMINO,1647
HUANCAVELICA,TAYACAJA,SANTIAGO DE TUCUMA,080532,6.06,54,891,ROBERTO HELBERT SANCHEZ PALOMINO,390
JUNÍN,JUNÍN,JUNÍN,110401,6.06,380,6268,PABLO ALFONSO LOPEZ CHAU NAVA,780
AYACUCHO,HUANTA,PUCACOLPA,050312,6.04,66,1092,ROBERTO HELBERT SANCHEZ PALOMINO,546
CUSCO,CANCHIS,PITUMARCA,070605,6.04,271,4490,ROBERTO HELBERT SANCHEZ PALOMINO,1631
HUÁNUCO,AMBO,CAYNA,090202,6.04,101,1672,ROBERTO HELBERT SANCHEZ PALOMINO,565
LA LIBERTAD,TRUJILLO,EL PORVENIR,120110,6.04,5221,86431,KEIKO SOFIA FUJIMORI HIGUCHI,15381
PASCO,PASCO,VICCO,180113,6.04,125,2069,KEIKO SOFIA FUJIMORI HIGUCHI,352
ÁNCASH,MARISCAL LUZURIAGA,FIDEL OLIVAS ESCUDERO,020904,6.03,47,779,ROBERTO HELBERT SANCHEZ PALOMINO,213
CAJAMARCA,SAN PABLO,SAN PABLO,061301,6.03,461,7643,ROBERTO HELBERT SANCHEZ PALOMINO,3476
AMAZONAS,LUYA,LONGUITA,010407,6.03,26,431,KEIKO SOFIA FUJIMORI HIGUCHI,143
UCAYALI,PADRE ABAD,PADRE ABAD,250201,6.02,818,13592,ROBERTO HELBERT SANCHEZ PALOMINO,3135
HUANCAVELICA,HUANCAVELICA,HUANDO,080120,6.01,213,3542,ROBERTO HELBERT SANCHEZ PALOMINO,1503
PUNO,EL COLLAO,ILAVE,201201,6.01,1813,30173,ROBERTO HELBERT SANCHEZ PALOMINO,8542
AMAZONAS,CHACHAPOYAS,HUANCAS,010108,6.0,40,667,KEIKO SOFIA FUJIMORI HIGUCHI,159
AMAZONAS,RODRÍGUEZ DE MENDOZA,VISTA ALEGRE,010512,6.0,81,1351,ROBERTO HELBERT SANCHEZ PALOMINO,535
PIURA,SECHURA,RINCONADA LLICUAR,190806,6.0,133,2215,KEIKO SOFIA FUJIMORI HIGUCHI,367
PUNO,HUANCANÉ,INCHUPALLA,200504,6.0,137,2283,ROBERTO HELBERT SANCHEZ PALOMINO,887
APURÍMAC,AYMARAES,CHAPIMARCA,030206,5.99,83,1385,ROBERTO HELBERT SANCHEZ PALOMINO,454
AREQUIPA,CARAVELÍ,CHAPARRA,040408,5.99,111,1854,ROBERTO HELBERT SANCHEZ PALOMINO,440
CUSCO,PAUCARTAMBO,KOSÑIPATA,071105,5.99,172,2872,ROBERTO HELBERT SANCHEZ PALOMINO,1000
HUÁNUCO,YAROWILCA,PAMPAMARCA,091107,5.99,47,785,ROBERTO HELBERT SANCHEZ PALOMINO,367
ÁNCASH,BOLOGNESI,AQUIA,020304,5.98,76,1271,KEIKO SOFIA FUJIMORI HIGUCHI,236
APURÍMAC,CHINCHEROS,OCOBAMBA,030703,5.98,222,3711,ROBERTO HELBERT SANCHEZ PALOMINO,1306
HUANCAVELICA,HUANCAVELICA,MANTA,080111,5.98,29,485,ROBERTO HELBERT SANCHEZ PALOMINO,140
MOQUEGUA,GENERAL SÁNCHEZ CERRO,QUINISTAQUILLAS,170209,5.98,25,418,MARIO ENRIQUE VIZCARRA CORNEJO,66
PIURA,AYABACA,SAPILLICA,190206,5.98,264,4414,ROBERTO HELBERT SANCHEZ PALOMINO,2288
APURÍMAC,GRAU,VILCABAMBA,030611,5.97,43,720,ROBERTO HELBERT SANCHEZ PALOMINO,258
LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,120112,5.97,1946,32620,KEIKO SOFIA FUJIMORI HIGUCHI,5781
LAMBAYEQUE,CHICLAYO,PUCALÁ,130119,5.97,310,5196,KEIKO SOFIA FUJIMORI HIGUCHI,1313
LAMBAYEQUE,FERREÑAFE,PUEBLO NUEVO,130205,5.97,568,9510,KEIKO SOFIA FUJIMORI HIGUCHI,2548
PASCO,PASCO,CHAUPIMARCA,180101,5.97,946,15836,PABLO ALFONSO LOPEZ CHAU NAVA,1708
PUNO,AZÁNGARO,ASILLO,200204,5.97,565,9468,ROBERTO HELBERT SANCHEZ PALOMINO,3236
SAN MARTÍN,RIOJA,ELÍAS SOPLÍN VARGAS,210506,5.97,747,12518,ROBERTO HELBERT SANCHEZ PALOMINO,3320
AMAZONAS,LUYA,INGUILPATA,010406,5.96,24,403,KEIKO SOFIA FUJIMORI HIGUCHI,102
AREQUIPA,CAYLLOMA,HUAMBO,040207,5.96,19,319,RICARDO PABLO BELMONT CASSINELLI,48
CUSCO,URUBAMBA,YUCAY,071307,5.96,136,2280,PABLO ALFONSO LOPEZ CHAU NAVA,559
HUÁNUCO,LAURICOCHA,JESÚS,091001,5.96,91,1527,ROBERTO HELBERT SANCHEZ PALOMINO,666
JUNÍN,JUNÍN,CARHUAMAYO,110402,5.96,172,2888,ROBERTO HELBERT SANCHEZ PALOMINO,513
UCAYALI,PADRE ABAD,ALEXANDER VON HUMBOLDT,250205,5.96,179,3005,ROBERTO HELBERT SANCHEZ PALOMINO,793
JUNÍN,JAUJA,EL MANTARO,110306,5.95,102,1714,KEIKO SOFIA FUJIMORI HIGUCHI,303
JUNÍN,JAUJA,SAUSA,110333,5.95,112,1882,KEIKO SOFIA FUJIMORI HIGUCHI,258
PIURA,HUANCABAMBA,CANCHAQUE,190302,5.95,259,4353,ROBERTO HELBERT SANCHEZ PALOMINO,1239
AYACUCHO,PÁUCAR DEL SARA SARA,SAN JOSÉ DE USHUA,051009,5.94,6,101,ROBERTO HELBERT SANCHEZ PALOMINO,19
AYACUCHO,VILCAS HUAMÁN,CONCEPCIÓN,050905,5.94,62,1043,ROBERTO HELBERT SANCHEZ PALOMINO,403
CAJAMARCA,SAN MIGUEL,CALQUIS,061002,5.94,140,2358,ROBERTO HELBERT SANCHEZ PALOMINO,1151
ÁNCASH,HUARAZ,PAMPAS GRANDE,020109,5.93,40,675,ROBERTO HELBERT SANCHEZ PALOMINO,112
AYACUCHO,PARINACOCHAS,PACAPAUSA,050608,5.93,15,253,ROBERTO HELBERT SANCHEZ PALOMINO,85
HUANCAVELICA,HUANCAVELICA,YAULI,080118,5.93,714,12034,ROBERTO HELBERT SANCHEZ PALOMINO,5439
HUANCAVELICA,HUAYTARA,CÓRDOVA,080602,5.93,54,911,ROBERTO HELBERT SANCHEZ PALOMINO,150
LIMA,YAUYOS,QUINOCAY,140721,5.93,23,388,KEIKO SOFIA FUJIMORI HIGUCHI,116
SAN MARTÍN,PICOTA,SHAMBOYACU,210910,5.93,273,4602,ROBERTO HELBERT SANCHEZ PALOMINO,1503
ÁNCASH,AIJA,CORIS,020203,5.92,58,979,KEIKO SOFIA FUJIMORI HIGUCHI,200
APURÍMAC,CHINCHEROS,URANMARCA,030707,5.92,100,1689,ROBERTO HELBERT SANCHEZ PALOMINO,690
AYACUCHO,LUCANAS,LUCANAS,050513,5.92,88,1487,ROBERTO HELBERT SANCHEZ PALOMINO,539
AYACUCHO,PARINACOCHAS,CORACORA,050601,5.92,309,5219,ROBERTO HELBERT SANCHEZ PALOMINO,1451
CAJAMARCA,CELENDÍN,CELENDÍN,060301,5.92,787,13286,ROBERTO HELBERT SANCHEZ PALOMINO,3596
LAMBAYEQUE,LAMBAYEQUE,CHOCHOPE,130302,5.92,80,1351,KEIKO SOFIA FUJIMORI HIGUCHI,306
LIMA,CAÑETE,LUNAHUANA,140407,5.92,175,2954,KEIKO SOFIA FUJIMORI HIGUCHI,777
LIMA,HUARAL,HUARAL,140801,5.92,4008,67713,KEIKO SOFIA FUJIMORI HIGUCHI,14546
CUSCO,URUBAMBA,MARAS,071305,5.91,305,5163,ROBERTO HELBERT SANCHEZ PALOMINO,1038
PUNO,SANDIA,PHARA,200805,5.91,236,3991,ROBERTO HELBERT SANCHEZ PALOMINO,1004
SAN MARTÍN,PICOTA,BUENOS AIRES,210902,5.91,136,2303,KEIKO SOFIA FUJIMORI HIGUCHI,530
AYACUCHO,LA MAR,SAMUGARI,050409,5.9,215,3644,ROBERTO HELBERT SANCHEZ PALOMINO,1315
CAJAMARCA,SAN IGNACIO,CHIRINOS,061102,5.9,523,8858,ROBERTO HELBERT SANCHEZ PALOMINO,3708
HUANCAVELICA,HUANCAVELICA,CONAYCA,080104,5.9,22,373,ROBERTO HELBERT SANCHEZ PALOMINO,97
HUANCAVELICA,TAYACAJA,PAZOS,080517,5.9,236,4003,ROBERTO HELBERT SANCHEZ PALOMINO,1527
LIMA,YAUYOS,LARAOS,140716,5.9,19,322,KEIKO SOFIA FUJIMORI HIGUCHI,85
AYACUCHO,SUCRE,SORAS,051108,5.89,30,509,ROBERTO HELBERT SANCHEZ PALOMINO,126
CAJAMARCA,CAJAMARCA,CAJAMARCA,060101,5.89,7872,133553,ROBERTO HELBERT SANCHEZ PALOMINO,18854
HUÁNUCO,HUÁNUCO,CHINCHAO,090102,5.89,477,8093,KEIKO SOFIA FUJIMORI HIGUCHI,1819
HUÁNUCO,PUERTO INCA,TOURNAVISTA,090804,5.89,167,2836,ROBERTO HELBERT SANCHEZ PALOMINO,695
LAMBAYEQUE,CHICLAYO,NUEVA ARICA,130107,5.89,104,1767,KEIKO SOFIA FUJIMORI HIGUCHI,370
LAMBAYEQUE,LAMBAYEQUE,OLMOS,130308,5.89,1703,28919,KEIKO SOFIA FUJIMORI HIGUCHI,5526
MOQUEGUA,MARISCAL NIETO,CUCHUMBAYA,170103,5.89,47,798,ROBERTO HELBERT SANCHEZ PALOMINO,262
PUNO,EL COLLAO,PILCUYO,201202,5.89,381,6468,ROBERTO HELBERT SANCHEZ PALOMINO,2281
CAJAMARCA,JAÉN,CHONTALÍ,060804,5.88,278,4731,ROBERTO HELBERT SANCHEZ PALOMINO,1754
HUÁNUCO,DOS DE MAYO,PACHAS,090314,5.88,177,3012,ROBERTO HELBERT SANCHEZ PALOMINO,955
JUNÍN,JAUJA,TUNAN MARCA,110329,5.88,42,714,KEIKO SOFIA FUJIMORI HIGUCHI,129
PIURA,SECHURA,SECHURA,190801,5.88,1398,23781,KEIKO SOFIA FUJIMORI HIGUCHI,4694
ÁFRICA,REPÚBLICA ÁRABE DE EGIPTO,EL CAIRO,910302,5.88,1,17,MARIO ENRIQUE VIZCARRA CORNEJO,4
APURÍMAC,ANDAHUAYLAS,TALAVERA,030311,5.87,695,11833,ROBERTO HELBERT SANCHEZ PALOMINO,3362
CAJAMARCA,SAN PABLO,TUMBADÉN,061304,5.87,154,2622,ROBERTO HELBERT SANCHEZ PALOMINO,1114
CUSCO,ACOMAYO,ACOS,070203,5.87,75,1278,ROBERTO HELBERT SANCHEZ PALOMINO,298
JUNÍN,YAULI,MARCAPOMACOCHA,110604,5.87,44,750,KEIKO SOFIA FUJIMORI HIGUCHI,137
PIURA,MORROPÓN,SALITRAL,190405,5.86,123,2099,KEIKO SOFIA FUJIMORI HIGUCHI,704
SAN MARTÍN,RIOJA,NUEVA CAJAMARCA,210505,5.86,1575,26887,ROBERTO HELBERT SANCHEZ PALOMINO,6138
CUSCO,ESPINAR,ALTO PICHIGUA,070808,5.85,136,2324,ROBERTO HELBERT SANCHEZ PALOMINO,720
CUSCO,URUBAMBA,HUAYLLABAMBA,071303,5.85,205,3505,ROBERTO HELBERT SANCHEZ PALOMINO,537
HUANCAVELICA,CASTROVIRREYNA,TICRAPO,080428,5.85,64,1094,ROBERTO HELBERT SANCHEZ PALOMINO,214
PIURA,PIURA,CASTILLA,190103,5.85,5384,92005,KEIKO SOFIA FUJIMORI HIGUCHI,18942
AMÉRICA,ARGENTINA,MENDOZA,920206,5.85,85,1453,KEIKO SOFIA FUJIMORI HIGUCHI,185
AMAZONAS,LUYA,PROVIDENCIA,010423,5.84,31,531,ROBERTO HELBERT SANCHEZ PALOMINO,128
JUNÍN,YAULI,LA OROYA,110601,5.84,474,8111,PABLO ALFONSO LOPEZ CHAU NAVA,946
LIMA,YAUYOS,TOMÁS,140727,5.84,30,514,KEIKO SOFIA FUJIMORI HIGUCHI,93
SAN MARTÍN,TOCACHE,NUEVO PROGRESO,210802,5.84,337,5767,ROBERTO HELBERT SANCHEZ PALOMINO,1456
HUANCAVELICA,CHURCAMPA,SAN PEDRO DE CORIS,080709,5.83,87,1493,ROBERTO HELBERT SANCHEZ PALOMINO,419
LAMBAYEQUE,CHICLAYO,LA VICTORIA,130115,5.83,3402,58354,KEIKO SOFIA FUJIMORI HIGUCHI,12183
SAN MARTÍN,SAN MARTÍN,MORALES,210611,5.83,1111,19067,KEIKO SOFIA FUJIMORI HIGUCHI,3544
AMÉRICA,COLOMBIA,CALI,920703,5.83,6,103,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35
ÁNCASH,CASMA,COMANDANTE NOEL,020503,5.82,84,1443,KEIKO SOFIA FUJIMORI HIGUCHI,367
ÁNCASH,CORONGO,CUSCA,020604,5.82,83,1425,ROBERTO HELBERT SANCHEZ PALOMINO,324
HUÁNUCO,HUAMALIES,CHAVÍN DE PARIARCA,090403,5.82,129,2217,ROBERTO HELBERT SANCHEZ PALOMINO,784
JUNÍN,YAULI,HUAY-HUAY,110603,5.82,52,894,ROBERTO HELBERT SANCHEZ PALOMINO,184
UCAYALI,CORONEL PORTILLO,MASISEA,250103,5.82,265,4556,ROBERTO HELBERT SANCHEZ PALOMINO,1071
