timestamp,pct_counted,candidate,projected_votes,votes_counted
2026-04-14 14:23,0.782942,KEIKO SOFIA FUJIMORI HIGUCHI,2927466,2278434
2026-04-14 14:23,0.782942,VOTOS EN BLANCO,2404197,1734842
2026-04-14 14:23,0.782942,ROBERTO HELBERT SANCHEZ PALOMINO,2046011,1408495
2026-04-14 14:23,0.782942,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,2038839,1712322
2026-04-14 14:23,0.782942,JORGE NIETO MONTESINOS,1851636,1587501
2026-04-14 14:23,0.782942,RICARDO PABLO BELMONT CASSINELLI,1687547,1355379
2026-04-14 14:23,0.782942,CARLOS GONSALO ALVAREZ LOAYZA,1345063,1094540
2026-04-14 14:23,0.782942,PABLO ALFONSO LOPEZ CHAU NAVA,1229176,1022296
2026-04-14 14:23,0.782942,VOTOS NULOS,1024378,767617
2026-04-14 14:23,0.782942,MARIA SOLEDAD PEREZ TELLO,580516,490218
2026-04-14 14:23,0.782942,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,566964,479202
2026-04-14 14:23,0.782942,LUIS FERNANDO OLIVERA VEGA,310143,256258
2026-04-14 14:23,0.782942,JOSE LEON LUNA GALVEZ,272544,199158
2026-04-14 14:23,0.782942,YONHY LESCANO ANCIETA,216232,175486
2026-04-14 14:23,0.782942,CESAR ACUÑA PERALTA,194367,143288
2026-04-14 14:23,0.782942,PITTER ENRIQUE VALDERRAMA PEÑA,165319,129048
2026-04-14 14:23,0.782942,GEORGE PATRICK FORSYTH SOMMER,161778,118712
2026-04-14 14:23,0.782942,HERBERT CALLER GUTIERREZ,149441,114163
2026-04-14 14:23,0.782942,RONALD DARWIN ATENCIO SOTOMAYOR,149104,107042
2026-04-14 14:23,0.782942,MARIO ENRIQUE VIZCARRA CORNEJO,149023,112537
2026-04-14 14:23,0.782942,ROSARIO DEL PILAR FERNANDEZ BAZAN,132809,96469
2026-04-14 14:23,0.782942,CHARLIE CARRASCO SALAZAR,124074,91940
2026-04-14 14:23,0.782942,VLADIMIR ROY CERRON ROJAS,103986,76287
2026-04-14 14:23,0.782942,MESIAS ANTONIO GUEVARA AMASIFUEN,84635,68228
2026-04-14 14:23,0.782942,ROBERTO ENRIQUE CHIABRA LEON,72470,56976
2026-04-14 14:23,0.782942,PAUL DAVIS JAIMES BLANCO,69001,53135
2026-04-14 14:23,0.782942,ALEX GONZALES CASTILLO,68872,49184
2026-04-14 14:23,0.782942,WOLFGANG MARIO GROZO COSTA,66298,53339
2026-04-14 14:23,0.782942,RAFAEL JORGE BELAUNDE LLOSA,43862,32664
2026-04-14 14:23,0.782942,JOSE DANIEL WILLIAMS ZAPATA,35452,26438
2026-04-14 14:23,0.782942,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,34438,24765
2026-04-14 14:23,0.782942,FIORELLA GIANNINA MOLINELLI ARISTONDO,30864,21701
2026-04-14 14:23,0.782942,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,26675,18075
2026-04-14 14:23,0.782942,ARMANDO JOAQUIN MASSE FERNANDEZ,24545,17159
2026-04-14 14:23,0.782942,ANTONIO ORTIZ VILLANO,22257,12944
2026-04-14 14:23,0.782942,WALTER GILMER CHIRINOS PURIZAGA,16940,11235
2026-04-14 14:23,0.782942,NAPOLEON BECERRA GARCIA,14044,9050
2026-04-14 14:23,0.782942,CARLOS ERNESTO JAICO CARRANZA,12161,7613
2026-04-15 19:54,0.921165,KEIKO SOFIA FUJIMORI HIGUCHI,2883846,2643375
2026-04-15 19:54,0.921165,VOTOS EN BLANCO,2373667,2156416
2026-04-15 19:54,0.921165,ROBERTO HELBERT SANCHEZ PALOMINO,2014778,1871729
2026-04-15 19:54,0.921165,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,2004192,1838340
2026-04-15 19:54,0.921165,JORGE NIETO MONTESINOS,1844882,1714967
2026-04-15 19:54,0.921165,RICARDO PABLO BELMONT CASSINELLI,1702453,1574241
2026-04-15 19:54,0.921165,CARLOS GONSALO ALVAREZ LOAYZA,1332187,1218665
2026-04-15 19:54,0.921165,PABLO ALFONSO LOPEZ CHAU NAVA,1226798,1141152
2026-04-15 19:54,0.921165,VOTOS NULOS,1012454,930457
2026-04-15 19:54,0.921165,MARIA SOLEDAD PEREZ TELLO,573959,532249
2026-04-15 19:54,0.921165,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,562913,525320
2026-04-15 19:54,0.921165,LUIS FERNANDO OLIVERA VEGA,308192,287834
2026-04-15 19:54,0.921165,JOSE LEON LUNA GALVEZ,266847,246723
2026-04-15 19:54,0.921165,YONHY LESCANO ANCIETA,215289,203167
2026-04-15 19:54,0.921165,CESAR ACUÑA PERALTA,192987,176055
2026-04-15 19:54,0.921165,PITTER ENRIQUE VALDERRAMA PEÑA,161907,148718
2026-04-15 19:54,0.921165,GEORGE PATRICK FORSYTH SOMMER,153638,139114
2026-04-15 19:54,0.921165,MARIO ENRIQUE VIZCARRA CORNEJO,144736,133501
2026-04-15 19:54,0.921165,HERBERT CALLER GUTIERREZ,144473,133896
2026-04-15 19:54,0.921165,RONALD DARWIN ATENCIO SOTOMAYOR,140613,131067
2026-04-15 19:54,0.921165,ROSARIO DEL PILAR FERNANDEZ BAZAN,128620,116174
2026-04-15 19:54,0.921165,CHARLIE CARRASCO SALAZAR,118844,110135
2026-04-15 19:54,0.921165,VLADIMIR ROY CERRON ROJAS,100399,92719
2026-04-15 19:54,0.921165,MESIAS ANTONIO GUEVARA AMASIFUEN,82308,76086
2026-04-15 19:54,0.921165,ROBERTO ENRIQUE CHIABRA LEON,68446,62613
2026-04-15 19:54,0.921165,PAUL DAVIS JAIMES BLANCO,66376,61137
2026-04-15 19:54,0.921165,ALEX GONZALES CASTILLO,64408,58691
2026-04-15 19:54,0.921165,WOLFGANG MARIO GROZO COSTA,64059,59017
2026-04-15 19:54,0.921165,RAFAEL JORGE BELAUNDE LLOSA,41257,37716
2026-04-15 19:54,0.921165,JOSE DANIEL WILLIAMS ZAPATA,32967,30313
2026-04-15 19:54,0.921165,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,31825,28991
2026-04-15 19:54,0.921165,FIORELLA GIANNINA MOLINELLI ARISTONDO,27504,25176
2026-04-15 19:54,0.921165,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,23610,21503
2026-04-15 19:54,0.921165,ARMANDO JOAQUIN MASSE FERNANDEZ,21907,20104
2026-04-15 19:54,0.921165,ANTONIO ORTIZ VILLANO,17826,16174
2026-04-15 19:54,0.921165,WALTER GILMER CHIRINOS PURIZAGA,14861,13373
2026-04-15 19:54,0.921165,NAPOLEON BECERRA GARCIA,11755,10530
2026-04-15 19:54,0.921165,CARLOS ERNESTO JAICO CARRANZA,10082,8949
2026-04-14 15:38,0.79011,KEIKO SOFIA FUJIMORI HIGUCHI,2932902,2297480
2026-04-14 15:38,0.79011,VOTOS EN BLANCO,2403001,1756977
2026-04-14 15:38,0.79011,ROBERTO HELBERT SANCHEZ PALOMINO,2041941,1432360
2026-04-14 15:38,0.79011,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,2037928,1718509
2026-04-14 15:38,0.79011,JORGE NIETO MONTESINOS,1850883,1594447
2026-04-14 15:38,0.79011,RICARDO PABLO BELMONT CASSINELLI,1687228,1366050
2026-04-14 15:38,0.79011,CARLOS GONSALO ALVAREZ LOAYZA,1343445,1099663
2026-04-14 15:38,0.79011,PABLO ALFONSO LOPEZ CHAU NAVA,1228893,1028237
2026-04-14 15:38,0.79011,VOTOS NULOS,1021320,775209
2026-04-14 15:38,0.79011,MARIA SOLEDAD PEREZ TELLO,579798,492155
2026-04-14 15:38,0.79011,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,565240,481274
2026-04-14 15:38,0.79011,LUIS FERNANDO OLIVERA VEGA,309923,257760
2026-04-14 15:38,0.79011,JOSE LEON LUNA GALVEZ,271777,201729
2026-04-14 15:38,0.79011,YONHY LESCANO ANCIETA,215673,176406
2026-04-14 15:38,0.79011,CESAR ACUÑA PERALTA,194525,145484
2026-04-14 15:38,0.79011,PITTER ENRIQUE VALDERRAMA PEÑA,164989,130496
2026-04-14 15:38,0.79011,GEORGE PATRICK FORSYTH SOMMER,161347,119614
2026-04-14 15:38,0.79011,HERBERT CALLER GUTIERREZ,148818,115102
2026-04-14 15:38,0.79011,RONALD DARWIN ATENCIO SOTOMAYOR,147662,107856
2026-04-14 15:38,0.79011,MARIO ENRIQUE VIZCARRA CORNEJO,147369,113461
2026-04-14 15:38,0.79011,ROSARIO DEL PILAR FERNANDEZ BAZAN,132511,97480
2026-04-14 15:38,0.79011,CHARLIE CARRASCO SALAZAR,123015,92884
2026-04-14 15:38,0.79011,VLADIMIR ROY CERRON ROJAS,103219,77024
2026-04-14 15:38,0.79011,MESIAS ANTONIO GUEVARA AMASIFUEN,84293,68556
2026-04-14 15:38,0.79011,ROBERTO ENRIQUE CHIABRA LEON,71976,57214
2026-04-14 15:38,0.79011,PAUL DAVIS JAIMES BLANCO,68626,53506
2026-04-14 15:38,0.79011,ALEX GONZALES CASTILLO,68366,49665
2026-04-14 15:38,0.79011,WOLFGANG MARIO GROZO COSTA,66053,53597
2026-04-14 15:38,0.79011,RAFAEL JORGE BELAUNDE LLOSA,43879,32939
2026-04-14 15:38,0.79011,JOSE DANIEL WILLIAMS ZAPATA,35299,26615
2026-04-14 15:38,0.79011,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,34216,24976
2026-04-14 15:38,0.79011,FIORELLA GIANNINA MOLINELLI ARISTONDO,30411,21851
2026-04-14 15:38,0.79011,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,26384,18250
2026-04-14 15:38,0.79011,ARMANDO JOAQUIN MASSE FERNANDEZ,24272,17294
2026-04-14 15:38,0.79011,ANTONIO ORTIZ VILLANO,22102,13122
2026-04-14 15:38,0.79011,WALTER GILMER CHIRINOS PURIZAGA,16807,11314
2026-04-14 15:38,0.79011,NAPOLEON BECERRA GARCIA,13875,9168
2026-04-14 15:38,0.79011,CARLOS ERNESTO JAICO CARRANZA,11840,7669
2026-04-14 16:48,0.797956,KEIKO SOFIA FUJIMORI HIGUCHI,2914364,2317861
2026-04-14 16:48,0.797956,VOTOS EN BLANCO,2400849,1779600
2026-04-14 16:48,0.797956,ROBERTO HELBERT SANCHEZ PALOMINO,2046717,1457052
2026-04-14 16:48,0.797956,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,2037803,1727908
2026-04-14 16:48,0.797956,JORGE NIETO MONTESINOS,1853570,1604213
2026-04-14 16:48,0.797956,RICARDO PABLO BELMONT CASSINELLI,1690606,1377321
2026-04-14 16:48,0.797956,CARLOS GONSALO ALVAREZ LOAYZA,1342936,1106119
2026-04-14 16:48,0.797956,PABLO ALFONSO LOPEZ CHAU NAVA,1228127,1035053
2026-04-14 16:48,0.797956,VOTOS NULOS,1019222,783635
2026-04-14 16:48,0.797956,MARIA SOLEDAD PEREZ TELLO,579772,495100
2026-04-14 16:48,0.797956,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,565576,484076
2026-04-14 16:48,0.797956,LUIS FERNANDO OLIVERA VEGA,309767,259341
2026-04-14 16:48,0.797956,JOSE LEON LUNA GALVEZ,272350,204206
2026-04-14 16:48,0.797956,YONHY LESCANO ANCIETA,215498,177420
2026-04-14 16:48,0.797956,CESAR ACUÑA PERALTA,195112,147805
2026-04-14 16:48,0.797956,PITTER ENRIQUE VALDERRAMA PEÑA,164729,131776
2026-04-14 16:48,0.797956,GEORGE PATRICK FORSYTH SOMMER,160772,120661
2026-04-14 16:48,0.797956,HERBERT CALLER GUTIERREZ,148573,116114
2026-04-14 16:48,0.797956,MARIO ENRIQUE VIZCARRA CORNEJO,146927,114353
2026-04-14 16:48,0.797956,RONALD DARWIN ATENCIO SOTOMAYOR,146488,108782
2026-04-14 16:48,0.797956,ROSARIO DEL PILAR FERNANDEZ BAZAN,132435,99022
2026-04-14 16:48,0.797956,CHARLIE CARRASCO SALAZAR,122413,93790
2026-04-14 16:48,0.797956,VLADIMIR ROY CERRON ROJAS,102885,77810
2026-04-14 16:48,0.797956,MESIAS ANTONIO GUEVARA AMASIFUEN,84149,69001
2026-04-14 16:48,0.797956,ROBERTO ENRIQUE CHIABRA LEON,71523,57559
2026-04-14 16:48,0.797956,PAUL DAVIS JAIMES BLANCO,68608,53942
2026-04-14 16:48,0.797956,ALEX GONZALES CASTILLO,67636,50111
2026-04-14 16:48,0.797956,WOLFGANG MARIO GROZO COSTA,65916,53951
2026-04-14 16:48,0.797956,RAFAEL JORGE BELAUNDE LLOSA,43734,33296
2026-04-14 16:48,0.797956,JOSE DANIEL WILLIAMS ZAPATA,35135,26794
2026-04-14 16:48,0.797956,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,33929,25186
2026-04-14 16:48,0.797956,FIORELLA GIANNINA MOLINELLI ARISTONDO,30051,22019
2026-04-14 16:48,0.797956,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,26150,18431
2026-04-14 16:48,0.797956,ARMANDO JOAQUIN MASSE FERNANDEZ,24142,17436
2026-04-14 16:48,0.797956,ANTONIO ORTIZ VILLANO,22058,13291
2026-04-14 16:48,0.797956,WALTER GILMER CHIRINOS PURIZAGA,16671,11458
2026-04-14 16:48,0.797956,NAPOLEON BECERRA GARCIA,13768,9226
2026-04-14 16:48,0.797956,CARLOS ERNESTO JAICO CARRANZA,11742,7742
2026-04-14 17:52,0.805945,KEIKO SOFIA FUJIMORI HIGUCHI,2917884,2339297
2026-04-14 17:52,0.805945,VOTOS EN BLANCO,2385472,1794259
2026-04-14 17:52,0.805945,ROBERTO HELBERT SANCHEZ PALOMINO,2054618,1486491
2026-04-14 17:52,0.805945,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,2035882,1736587
2026-04-14 17:52,0.805945,JORGE NIETO MONTESINOS,1852940,1614475
2026-04-14 17:52,0.805945,RICARDO PABLO BELMONT CASSINELLI,1693360,1392104
2026-04-14 17:52,0.805945,CARLOS GONSALO ALVAREZ LOAYZA,1341456,1113438
2026-04-14 17:52,0.805945,PABLO ALFONSO LOPEZ CHAU NAVA,1228043,1043876
2026-04-14 17:52,0.805945,VOTOS NULOS,1019488,793373
2026-04-14 17:52,0.805945,MARIA SOLEDAD PEREZ TELLO,579235,498073
2026-04-14 17:52,0.805945,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,565333,487442
2026-04-14 17:52,0.805945,LUIS FERNANDO OLIVERA VEGA,309347,261595
2026-04-14 17:52,0.805945,JOSE LEON LUNA GALVEZ,272170,206780
2026-04-14 17:52,0.805945,YONHY LESCANO ANCIETA,215994,179428
2026-04-14 17:52,0.805945,CESAR ACUÑA PERALTA,195623,149959
2026-04-14 17:52,0.805945,PITTER ENRIQUE VALDERRAMA PEÑA,164789,133012
2026-04-14 17:52,0.805945,GEORGE PATRICK FORSYTH SOMMER,160388,121726
2026-04-14 17:52,0.805945,HERBERT CALLER GUTIERREZ,148357,117362
2026-04-14 17:52,0.805945,MARIO ENRIQUE VIZCARRA CORNEJO,146223,115507
2026-04-14 17:52,0.805945,RONALD DARWIN ATENCIO SOTOMAYOR,146132,110132
2026-04-14 17:52,0.805945,ROSARIO DEL PILAR FERNANDEZ BAZAN,132332,100274
2026-04-14 17:52,0.805945,CHARLIE CARRASCO SALAZAR,122441,94979
2026-04-14 17:52,0.805945,VLADIMIR ROY CERRON ROJAS,102693,78770
2026-04-14 17:52,0.805945,MESIAS ANTONIO GUEVARA AMASIFUEN,84030,69523
2026-04-14 17:52,0.805945,ROBERTO ENRIQUE CHIABRA LEON,71052,57897
2026-04-14 17:52,0.805945,PAUL DAVIS JAIMES BLANCO,68708,54461
2026-04-14 17:52,0.805945,ALEX GONZALES CASTILLO,67337,50646
2026-04-14 17:52,0.805945,WOLFGANG MARIO GROZO COSTA,65668,54320
2026-04-14 17:52,0.805945,RAFAEL JORGE BELAUNDE LLOSA,43444,33614
2026-04-14 17:52,0.805945,JOSE DANIEL WILLIAMS ZAPATA,34747,27046
2026-04-14 17:52,0.805945,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,33661,25448
2026-04-14 17:52,0.805945,FIORELLA GIANNINA MOLINELLI ARISTONDO,29741,22187
2026-04-14 17:52,0.805945,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,25875,18639
2026-04-14 17:52,0.805945,ARMANDO JOAQUIN MASSE FERNANDEZ,23680,17614
2026-04-14 17:52,0.805945,ANTONIO ORTIZ VILLANO,21768,13464
2026-04-14 17:52,0.805945,WALTER GILMER CHIRINOS PURIZAGA,16505,11574
2026-04-14 17:52,0.805945,NAPOLEON BECERRA GARCIA,13555,9319
2026-04-14 17:52,0.805945,CARLOS ERNESTO JAICO CARRANZA,11567,7854
2026-04-14 18:53,0.814339,KEIKO SOFIA FUJIMORI HIGUCHI,2906714,2357972
2026-04-14 18:53,0.814339,VOTOS EN BLANCO,2401496,1828169
2026-04-14 18:53,0.814339,ROBERTO HELBERT SANCHEZ PALOMINO,2063319,1514539
2026-04-14 18:53,0.814339,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,2026411,1741950
2026-04-14 18:53,0.814339,JORGE NIETO MONTESINOS,1847333,1620740
2026-04-14 18:53,0.814339,RICARDO PABLO BELMONT CASSINELLI,1690895,1405567
2026-04-14 18:53,0.814339,CARLOS GONSALO ALVAREZ LOAYZA,1336016,1119334
2026-04-14 18:53,0.814339,PABLO ALFONSO LOPEZ CHAU NAVA,1224648,1051065
2026-04-14 18:53,0.814339,VOTOS NULOS,1021126,802873
2026-04-14 18:53,0.814339,MARIA SOLEDAD PEREZ TELLO,577248,500237
2026-04-14 18:53,0.814339,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,564022,489951
2026-04-14 18:53,0.814339,LUIS FERNANDO OLIVERA VEGA,308370,263636
2026-04-14 18:53,0.814339,JOSE LEON LUNA GALVEZ,274743,209289
2026-04-14 18:53,0.814339,YONHY LESCANO ANCIETA,216514,181520
2026-04-14 18:53,0.814339,CESAR ACUÑA PERALTA,194848,151551
2026-04-14 18:53,0.814339,PITTER ENRIQUE VALDERRAMA PEÑA,163127,133936
2026-04-14 18:53,0.814339,GEORGE PATRICK FORSYTH SOMMER,160231,122802
2026-04-14 18:53,0.814339,HERBERT CALLER GUTIERREZ,147952,118526
2026-04-14 18:53,0.814339,RONALD DARWIN ATENCIO SOTOMAYOR,145987,111671
2026-04-14 18:53,0.814339,MARIO ENRIQUE VIZCARRA CORNEJO,145590,116620
2026-04-14 18:53,0.814339,ROSARIO DEL PILAR FERNANDEZ BAZAN,129341,101462
2026-04-14 18:53,0.814339,CHARLIE CARRASCO SALAZAR,121851,96219
2026-04-14 18:53,0.814339,VLADIMIR ROY CERRON ROJAS,102403,79693
2026-04-14 18:53,0.814339,MESIAS ANTONIO GUEVARA AMASIFUEN,84059,69945
2026-04-14 18:53,0.814339,ROBERTO ENRIQUE CHIABRA LEON,70669,58151
2026-04-14 18:53,0.814339,PAUL DAVIS JAIMES BLANCO,68310,54926
2026-04-14 18:53,0.814339,ALEX GONZALES CASTILLO,67815,51277
2026-04-14 18:53,0.814339,WOLFGANG MARIO GROZO COSTA,65400,54586
2026-04-14 18:53,0.814339,RAFAEL JORGE BELAUNDE LLOSA,43348,33919
2026-04-14 18:53,0.814339,JOSE DANIEL WILLIAMS ZAPATA,34493,27249
2026-04-14 18:53,0.814339,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,33853,25716
2026-04-14 18:53,0.814339,FIORELLA GIANNINA MOLINELLI ARISTONDO,29644,22377
2026-04-14 18:53,0.814339,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,25855,18863
2026-04-14 18:53,0.814339,ARMANDO JOAQUIN MASSE FERNANDEZ,23785,17799
2026-04-14 18:53,0.814339,ANTONIO ORTIZ VILLANO,21920,13663
2026-04-14 18:53,0.814339,WALTER GILMER CHIRINOS PURIZAGA,16390,11729
2026-04-14 18:53,0.814339,NAPOLEON BECERRA GARCIA,13439,9396
2026-04-14 18:53,0.814339,CARLOS ERNESTO JAICO CARRANZA,11609,7954
2026-04-14 19:55,0.820901,KEIKO SOFIA FUJIMORI HIGUCHI,2903086,2374625
2026-04-14 19:55,0.820901,VOTOS EN BLANCO,2383131,1843196
2026-04-14 19:55,0.820901,ROBERTO HELBERT SANCHEZ PALOMINO,2057162,1535707
2026-04-14 19:55,0.820901,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,2027919,1748345
2026-04-14 19:55,0.820901,JORGE NIETO MONTESINOS,1851793,1627373
2026-04-14 19:55,0.820901,RICARDO PABLO BELMONT CASSINELLI,1693210,1415655
2026-04-14 19:55,0.820901,CARLOS GONSALO ALVAREZ LOAYZA,1336990,1125264
2026-04-14 19:55,0.820901,PABLO ALFONSO LOPEZ CHAU NAVA,1225153,1056872
2026-04-14 19:55,0.820901,VOTOS NULOS,1027072,810710
2026-04-14 19:55,0.820901,MARIA SOLEDAD PEREZ TELLO,577812,502442
2026-04-14 19:55,0.820901,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,564207,492213
2026-04-14 19:55,0.820901,LUIS FERNANDO OLIVERA VEGA,308190,265134
2026-04-14 19:55,0.820901,JOSE LEON LUNA GALVEZ,273937,211570
2026-04-14 19:55,0.820901,YONHY LESCANO ANCIETA,216177,182674
2026-04-14 19:55,0.820901,CESAR ACUÑA PERALTA,195077,153161
2026-04-14 19:55,0.820901,PITTER ENRIQUE VALDERRAMA PEÑA,162326,134970
2026-04-14 19:55,0.820901,GEORGE PATRICK FORSYTH SOMMER,159846,123873
2026-04-14 19:55,0.820901,HERBERT CALLER GUTIERREZ,147528,119434
2026-04-14 19:55,0.820901,MARIO ENRIQUE VIZCARRA CORNEJO,145617,117532
2026-04-14 19:55,0.820901,RONALD DARWIN ATENCIO SOTOMAYOR,145382,112739
2026-04-14 19:55,0.820901,ROSARIO DEL PILAR FERNANDEZ BAZAN,129320,103301
2026-04-14 19:55,0.820901,CHARLIE CARRASCO SALAZAR,121481,96978
2026-04-14 19:55,0.820901,VLADIMIR ROY CERRON ROJAS,102079,80432
2026-04-14 19:55,0.820901,MESIAS ANTONIO GUEVARA AMASIFUEN,83574,70348
2026-04-14 19:55,0.820901,ROBERTO ENRIQUE CHIABRA LEON,70297,58401
2026-04-14 19:55,0.820901,PAUL DAVIS JAIMES BLANCO,68476,55288
2026-04-14 19:55,0.820901,ALEX GONZALES CASTILLO,67081,51755
2026-04-14 19:55,0.820901,WOLFGANG MARIO GROZO COSTA,65442,54872
2026-04-14 19:55,0.820901,RAFAEL JORGE BELAUNDE LLOSA,43007,34173
2026-04-14 19:55,0.820901,JOSE DANIEL WILLIAMS ZAPATA,34658,27421
2026-04-14 19:55,0.820901,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,33849,25912
2026-04-14 19:55,0.820901,FIORELLA GIANNINA MOLINELLI ARISTONDO,29765,22553
2026-04-14 19:55,0.820901,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,25331,19027
2026-04-14 19:55,0.820901,ARMANDO JOAQUIN MASSE FERNANDEZ,23455,17938
2026-04-14 19:55,0.820901,ANTONIO ORTIZ VILLANO,21458,13827
2026-04-14 19:55,0.820901,WALTER GILMER CHIRINOS PURIZAGA,16414,11817
2026-04-14 19:55,0.820901,NAPOLEON BECERRA GARCIA,13116,9462
2026-04-14 19:55,0.820901,CARLOS ERNESTO JAICO CARRANZA,11342,8028
2026-04-14 21:16,0.830248,KEIKO SOFIA FUJIMORI HIGUCHI,2897547,2394636
2026-04-14 21:16,0.830248,VOTOS EN BLANCO,2378087,1864177
2026-04-14 21:16,0.830248,ROBERTO HELBERT SANCHEZ PALOMINO,2044256,1564298
2026-04-14 21:16,0.830248,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,2020310,1755624
2026-04-14 21:16,0.830248,JORGE NIETO MONTESINOS,1849714,1635015
2026-04-14 21:16,0.830248,RICARDO PABLO BELMONT CASSINELLI,1694033,1429522
2026-04-14 21:16,0.830248,CARLOS GONSALO ALVAREZ LOAYZA,1335793,1132234
2026-04-14 21:16,0.830248,PABLO ALFONSO LOPEZ CHAU NAVA,1224387,1064765
2026-04-14 21:16,0.830248,VOTOS NULOS,1019755,820405
2026-04-14 21:16,0.830248,MARIA SOLEDAD PEREZ TELLO,577483,505021
2026-04-14 21:16,0.830248,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,564329,495075
2026-04-14 21:16,0.830248,LUIS FERNANDO OLIVERA VEGA,308663,267186
2026-04-14 21:16,0.830248,JOSE LEON LUNA GALVEZ,273464,214350
2026-04-14 21:16,0.830248,YONHY LESCANO ANCIETA,214988,184151
2026-04-14 21:16,0.830248,CESAR ACUÑA PERALTA,194773,155156
2026-04-14 21:16,0.830248,PITTER ENRIQUE VALDERRAMA PEÑA,162239,136217
2026-04-14 21:16,0.830248,GEORGE PATRICK FORSYTH SOMMER,159393,125036
2026-04-14 21:16,0.830248,HERBERT CALLER GUTIERREZ,147708,120598
2026-04-14 21:16,0.830248,MARIO ENRIQUE VIZCARRA CORNEJO,145557,118660
2026-04-14 21:16,0.830248,RONALD DARWIN ATENCIO SOTOMAYOR,143215,114458
2026-04-14 21:16,0.830248,ROSARIO DEL PILAR FERNANDEZ BAZAN,129195,104803
2026-04-14 21:16,0.830248,CHARLIE CARRASCO SALAZAR,120370,98075
2026-04-14 21:16,0.830248,VLADIMIR ROY CERRON ROJAS,102455,81514
2026-04-14 21:16,0.830248,MESIAS ANTONIO GUEVARA AMASIFUEN,83818,70835
2026-04-14 21:16,0.830248,ROBERTO ENRIQUE CHIABRA LEON,70252,58704
2026-04-14 21:16,0.830248,PAUL DAVIS JAIMES BLANCO,68462,55965
2026-04-14 21:16,0.830248,ALEX GONZALES CASTILLO,66529,52292
2026-04-14 21:16,0.830248,WOLFGANG MARIO GROZO COSTA,65376,55244
2026-04-14 21:16,0.830248,RAFAEL JORGE BELAUNDE LLOSA,43143,34460
2026-04-14 21:16,0.830248,JOSE DANIEL WILLIAMS ZAPATA,34587,27609
2026-04-14 21:16,0.830248,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,33732,26140
2026-04-14 21:16,0.830248,FIORELLA GIANNINA MOLINELLI ARISTONDO,29247,22778
2026-04-14 21:16,0.830248,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,25576,19274
2026-04-14 21:16,0.830248,ARMANDO JOAQUIN MASSE FERNANDEZ,23694,18140
2026-04-14 21:16,0.830248,ANTONIO ORTIZ VILLANO,21347,14056
2026-04-14 21:16,0.830248,WALTER GILMER CHIRINOS PURIZAGA,16313,11957
2026-04-14 21:16,0.830248,NAPOLEON BECERRA GARCIA,13195,9545
2026-04-14 21:16,0.830248,CARLOS ERNESTO JAICO CARRANZA,11339,8110
2026-04-14 23:39,0.854665,KEIKO SOFIA FUJIMORI HIGUCHI,2888171,2449699
2026-04-14 23:39,0.854665,VOTOS EN BLANCO,2380212,1938863
2026-04-14 23:39,0.854665,ROBERTO HELBERT SANCHEZ PALOMINO,2045144,1660367
2026-04-14 23:39,0.854665,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,2016660,1773320
2026-04-14 23:39,0.854665,JORGE NIETO MONTESINOS,1847325,1653302
2026-04-14 23:39,0.854665,RICARDO PABLO BELMONT CASSINELLI,1699341,1474195
2026-04-14 23:39,0.854665,CARLOS GONSALO ALVAREZ LOAYZA,1333535,1149944
2026-04-14 23:39,0.854665,PABLO ALFONSO LOPEZ CHAU NAVA,1226148,1090061
2026-04-14 23:39,0.854665,VOTOS NULOS,1016725,849304
